,path,flow,ID,node,IATA,name,lon,lat
13911,"(1, 1997, 1)",1.69657e-05,11057,288,CLT,Charlotte Douglas International Airport,-80.94309997558594,35.2140007019043
13912,"(1, 1997, 2)",9.586939999999999e-06,11617,62,EWN,Coastal Carolina Regional Airport,-77.04290008539998,35.0730018616
13913,"(1, 1997, 3)",8.812260000000001e-06,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
13914,"(1, 1998, 1)",1.6506199999999998e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
13915,"(1, 1998, 2)",1.00509e-05,13495,312,MSY,Louis Armstrong New Orleans International Airport,-90.25800323486328,29.99340057373047
13916,"(1, 1998, 3)",5.815459999999999e-06,11721,541,FNT,Bishop International Airport,-83.74359893798828,42.96540069580078
13917,"(1, 1998, 4)",1.94102e-06,14574,286,ROA,RoanokeâBlacksburg Regional Airport,-79.975403,37.3255
13918,"(1, 1998, 5)",1.04975e-06,10990,503,CHO,Charlottesville Albemarle Airport,-78.4529037475586,38.13859939575195
13919,"(1, 1999, 1)",1.64432e-05,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
13920,"(1, 1999, 2)",9.55642e-06,11884,183,GEG,Spokane International Airport,-117.53399658203124,47.61989974975586
13921,"(1, 1999, 3)",9.3566e-06,12339,80,IND,Indianapolis International Airport,-86.294403,39.7173
13922,"(1, 2000, 1)",1.73686e-05,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
13923,"(1, 2000, 2)",9.044589999999999e-06,10423,471,AUS,Austin Bergstrom International Airport,-97.6698989868164,30.194499969482425
13923,"(1, 2000, 2)",9.044589999999999e-06,10423,471,AUS,Austin Robert Mueller Municipal,-97.6997852325,30.2987223546
13924,"(1, 2000, 3)",8.91841e-06,14908,394,SNA,John Wayne Airport-Orange County Airport,-117.86799620000001,33.67570114
13925,"(1, 2001, 1)",1.64051e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
13926,"(1, 2001, 2)",9.658260000000001e-06,13244,18,MEM,Memphis International Airport,-89.97669982910156,35.04240036010742
13927,"(1, 2001, 3)",9.26494e-06,14685,198,SAV,Savannah Hilton Head International Airport,-81.20210266,32.12760162
13928,"(1, 2002, 1)",1.4481400000000002e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
13929,"(1, 2002, 2)",1.0566199999999999e-05,14685,198,SAV,Savannah Hilton Head International Airport,-81.20210266,32.12760162
13930,"(1, 2002, 3)",1.02675e-05,11697,201,FLL,Fort Lauderdale Hollywood International Airport,-80.152702,26.072599
13931,"(1, 2003, 1)",1.64166e-05,12266,310,IAH,George Bush Intercontinental Houston Airport,-95.34140014648438,29.98439979553223
13932,"(1, 2003, 2)",9.58039e-06,11433,522,DTW,Detroit Metropolitan Wayne County Airport,-83.35340118408203,42.212398529052734
13933,"(1, 2003, 3)",9.309299999999999e-06,12206,561,HRL,Valley International Airport,-97.65440368652344,26.228500366210934
13934,"(1, 2004, 1)",1.578e-05,11298,391,DFW,Dallas Fort Worth International Airport,-97.038002,32.896801
13935,"(1, 2004, 2)",1.03372e-05,10693,141,BNA,Nashville International Airport,-86.6781997680664,36.1245002746582
13936,"(1, 2004, 3)",6.406169999999999e-06,14893,241,SMF,Sacramento International Airport,-121.59100341796876,38.69540023803711
13937,"(1, 2004, 4)",2.7806599999999996e-06,14262,424,PSP,Palm Springs International Airport,-116.50700378417969,33.829700469970696
13938,"(1, 2005, 1)",1.6475399999999998e-05,11298,391,DFW,Dallas Fort Worth International Airport,-97.038002,32.896801
13939,"(1, 2005, 2)",9.68498e-06,14831,316,SJC,Norman Y. Mineta San Jose International Airport,-121.929001,37.362598
13940,"(1, 2005, 3)",9.124700000000001e-06,15370,556,TUL,Tulsa International Airport,-95.88809967041016,36.19839859008789
13941,"(1, 2006, 1)",1.6141800000000002e-05,12889,123,LAS,McCarran International Airport,-115.15200039999999,36.08010101
13942,"(1, 2006, 2)",9.69315e-06,14057,319,PDX,Portland International Airport,-122.59799960000001,45.58869934
13943,"(1, 2006, 3)",6.61457e-06,13158,175,MAF,Midland International Airport,-102.2020034790039,31.9424991607666
13944,"(1, 2006, 4)",2.82046e-06,12478,240,JFK,John F Kennedy International Airport,-73.77890015,40.63980103
13945,"(1, 2007, 1)",9.51505e-06,10821,282,BWI,Baltimore/Washington International Thurgood Marshall Airport,-76.668297,39.1754
13946,"(1, 2007, 2)",9.201269999999999e-06,10792,72,BUF,Buffalo Niagara International Airport,-78.73220062,42.94049835
13947,"(1, 2007, 3)",8.87916e-06,11259,413,DAL,Dallas Love Field,-96.851799,32.847099
13948,"(1, 2007, 4)",7.67071e-06,13232,483,MDW,Chicago Midway International Airport,-87.752403,41.785999
13949,"(1, 2008, 1)",1.6338e-05,13930,144,ORD,Chicago O'Hare International Airport,-87.9048,41.9786
13950,"(1, 2008, 2)",9.81813e-06,15016,369,STL,St Louis Lambert International Airport,-90.370003,38.748697
13951,"(1, 2008, 3)",9.08108e-06,13230,485,MDT,Harrisburg International Airport,-76.7633972168,40.1935005188
13952,"(1, 2009, 1)",1.63799e-05,11057,288,CLT,Charlotte Douglas International Airport,-80.94309997558594,35.2140007019043
13953,"(1, 2009, 2)",9.548760000000001e-06,14524,59,RIC,Richmond International Airport,-77.3197021484375,37.50519943237305
13954,"(1, 2009, 3)",9.28987e-06,10994,501,CHS,Charleston Air Force Base-International Airport,-80.04049683,32.89860153
13955,"(1, 2010, 1)",1.63192e-05,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
13956,"(1, 2010, 2)",9.67749e-06,11884,183,GEG,Spokane International Airport,-117.53399658203124,47.61989974975586
13957,"(1, 2010, 3)",9.19964e-06,13871,154,OMA,Eppley Airfield,-95.89409599999999,41.3032
13958,"(1, 2011, 1)",1.64001e-05,12191,109,HOU,William P Hobby Airport,-95.27890015,29.64539909
13959,"(1, 2011, 2)",9.42344e-06,13198,239,MCI,Kansas City International Airport,-94.713898,39.2976
13961,"(1, 2012, 1)",1.63354e-05,11193,420,CVG,Cincinnati Northern Kentucky International Airport,-84.6678009033,39.0488014221
13962,"(1, 2012, 2)",9.43502e-06,14730,358,SDF,Louisville International Standiford Field,-85.736,38.1744
13963,"(1, 2012, 3)",9.41409e-06,11066,377,CMH,John Glenn Columbus International Airport,-82.891899,39.998001
13964,"(1, 2013, 1)",1.64284e-05,13487,159,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,-93.221802,44.882
13965,"(1, 2013, 2)",1.1547e-05,14457,30,RAP,Rapid City Regional Airport,-103.05699920654295,44.0452995300293
13966,"(1, 2013, 3)",2.14285e-06,12266,310,IAH,George Bush Intercontinental Houston Airport,-95.34140014648438,29.98439979553223
13967,"(1, 2013, 4)",1.3279e-06,14747,440,SEA,Seattle Tacoma International Airport,-122.308998,47.449001
13968,"(1, 2013, 5)",1.2214e-06,13342,530,MKE,General Mitchell International Airport,-87.89659881591797,42.94720077514648
13969,"(1, 2013, 6)",1.02066e-06,14100,161,PHL,Philadelphia International Airport,-75.24109649658203,39.87189865112305
13970,"(1, 2013, 7)",8.581910000000001e-07,14122,466,PIT,Pittsburgh International Airport,-80.23290253,40.49150085
13971,"(1, 2013, 8)",6.34717e-07,11057,288,CLT,Charlotte Douglas International Airport,-80.94309997558594,35.2140007019043
13972,"(1, 2014, 1)",1.6268299999999998e-05,14771,292,SFO,San Francisco International Airport,-122.375,37.61899948120117
13974,"(1, 2014, 3)",9.24739e-06,12264,311,IAD,Washington Dulles International Airport,-77.45580292,38.94449997
13975,"(1, 2015, 1)",1.62735e-05,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
13976,"(1, 2015, 2)",1.03702e-05,13487,159,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,-93.221802,44.882
13977,"(1, 2015, 3)",8.516e-06,11540,7,ELP,El Paso International Airport,-106.37799840000002,31.80719948
13978,"(1, 2016, 1)",1.63905e-05,11618,65,EWR,Newark Liberty International Airport,-74.168701171875,40.69250106811523
13979,"(1, 2016, 2)",9.9458e-06,10581,15,BGR,Bangor International Airport,-68.82810211181639,44.80739974975586
13980,"(1, 2016, 3)",4.5932599999999995e-06,15304,390,TPA,Tampa International Airport,-82.533203125,27.975500106811523
13981,"(1, 2016, 4)",4.21777e-06,13204,75,MCO,Orlando International Airport,-81.30899810791016,28.429399490356445
13982,"(1, 2017, 1)",1.63082e-05,13930,144,ORD,Chicago O'Hare International Airport,-87.9048,41.9786
13983,"(1, 2017, 2)",1.00681e-05,15380,523,TVC,Cherry Capital Airport,-85.58219909667969,44.74140167236328
13984,"(1, 2017, 3)",8.76081e-06,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
13985,"(1, 2018, 1)",1.65002e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
13986,"(1, 2018, 2)",9.795319999999999e-06,13931,143,ORF,Norfolk International Airport,-76.20120239257812,36.89459991455078
13987,"(1, 2018, 3)",8.81759e-06,12191,109,HOU,William P Hobby Airport,-95.27890015,29.64539909
13988,"(1, 2019, 1)",1.50737e-05,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
13989,"(1, 2019, 2)",1.10975e-05,10849,94,BZN,Gallatin Field,-111.15299990000001,45.77750015
13990,"(1, 2019, 3)",8.92111e-06,12266,310,IAH,George Bush Intercontinental Houston Airport,-95.34140014648438,29.98439979553223
13991,"(1, 2020, 1)",1.6192e-05,12264,311,IAD,Washington Dulles International Airport,-77.45580292,38.94449997
13992,"(1, 2020, 2)",1.04889e-05,14492,107,RDU,Raleigh Durham International Airport,-78.7874984741211,35.877601623535156
13993,"(1, 2020, 3)",8.37985e-06,10135,464,ABE,Lehigh Valley International Airport,-75.44080352783203,40.652099609375
13994,"(1, 2021, 1)",1.62741e-05,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
13995,"(1, 2021, 2)",9.74756e-06,14747,440,SEA,Seattle Tacoma International Airport,-122.308998,47.449001
13997,"(1, 2022, 1)",1.23058e-05,12478,240,JFK,John F Kennedy International Airport,-73.77890015,40.63980103
13998,"(1, 2022, 2)",1.20295e-05,15016,369,STL,St Louis Lambert International Airport,-90.370003,38.748697
13999,"(1, 2022, 3)",1.06574e-05,13198,239,MCI,Kansas City International Airport,-94.713898,39.2976
14000,"(1, 2023, 1)",1.63985e-05,15016,369,STL,St Louis Lambert International Airport,-90.370003,38.748697
14001,"(1, 2023, 2)",9.32549e-06,12953,274,LGA,La Guardia Airport,-73.87259674,40.77719879
14002,"(1, 2023, 3)",9.26022e-06,14783,87,SGF,Springfield Branson National Airport,-93.38860321,37.24570084
14003,"(1, 2024, 1)",1.63323e-05,13487,159,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,-93.221802,44.882
14004,"(1, 2024, 2)",9.8594e-06,14057,319,PDX,Portland International Airport,-122.59799960000001,45.58869934
14005,"(1, 2024, 3)",8.774019999999999e-06,11637,379,FAR,Hector International Airport,-96.81580352783205,46.92070007324219
14006,"(1, 2025, 1)",1.5100499999999999e-05,15016,369,STL,St Louis Lambert International Airport,-90.370003,38.748697
14007,"(1, 2025, 2)",1.0217e-05,11423,361,DSM,Des Moines International Airport,-93.66310119628906,41.53400039672852
14008,"(1, 2025, 3)",9.60951e-06,15304,390,TPA,Tampa International Airport,-82.533203125,27.975500106811523
14009,"(1, 2026, 1)",1.63221e-05,14122,466,PIT,Pittsburgh International Airport,-80.23290253,40.49150085
14010,"(1, 2026, 2)",9.575189999999999e-06,13204,75,MCO,Orlando International Airport,-81.30899810791016,28.429399490356445
14011,"(1, 2026, 3)",8.99127e-06,15295,301,TOL,Toledo Express Airport,-83.80780029,41.58679962
14012,"(1, 2027, 1)",1.62002e-05,13930,144,ORD,Chicago O'Hare International Airport,-87.9048,41.9786
14013,"(1, 2027, 2)",9.60647e-06,14108,165,PIA,General Wayne A. Downing Peoria International Airport,-89.6932983398,40.664199829100006
14014,"(1, 2027, 3)",9.06788e-06,11278,172,DCA,Ronald Reagan Washington National Airport,-77.037697,38.8521
14015,"(1, 2028, 1)",1.43097e-05,14570,285,RNO,Reno Tahoe International Airport,-119.76799774169922,39.49909973144531
14016,"(1, 2028, 2)",1.04225e-05,14679,3,SAN,San Diego International Airport,-117.190002441,32.7336006165
14017,"(1, 2028, 3)",1.01364e-05,13930,144,ORD,Chicago O'Hare International Airport,-87.9048,41.9786
14018,"(1, 2029, 1)",1.61316e-05,13244,18,MEM,Memphis International Airport,-89.97669982910156,35.04240036010742
14019,"(1, 2029, 2)",9.90424e-06,10980,341,CHA,Lovell Field,-85.20379638671875,35.03530120849609
14020,"(1, 2029, 3)",8.81505e-06,13487,159,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,-93.221802,44.882
14021,"(1, 2030, 1)",1.2053e-05,12391,460,ISP,Long Island Mac Arthur Airport,-73.10019684,40.79520035
14022,"(1, 2030, 2)",1.16371e-05,10821,282,BWI,Baltimore/Washington International Thurgood Marshall Airport,-76.668297,39.1754
14023,"(1, 2030, 3)",1.11454e-05,14679,3,SAN,San Diego International Airport,-117.190002441,32.7336006165
14024,"(1, 2031, 1)",1.79831e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
14025,"(1, 2031, 2)",8.596260000000002e-06,13277,415,MGM,Montgomery Regional (Dannelly Field) Airport,-86.39399719,32.30059814
14026,"(1, 2031, 3)",8.24778e-06,14683,199,SAT,San Antonio International Airport,-98.46980285644531,29.533700942993164
14027,"(1, 2032, 1)",9.62834e-06,14107,163,PHX,Phoenix Sky Harbor International Airport,-112.01200103759766,33.43429946899414
14028,"(1, 2032, 2)",8.406160000000002e-06,10821,282,BWI,Baltimore/Washington International Thurgood Marshall Airport,-76.668297,39.1754
14029,"(1, 2032, 3)",8.17778e-06,11298,391,DFW,Dallas Fort Worth International Airport,-97.038002,32.896801
14030,"(1, 2032, 4)",6.10386e-06,13930,144,ORD,Chicago O'Hare International Airport,-87.9048,41.9786
14031,"(1, 2032, 5)",2.50955e-06,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
14032,"(1, 2033, 1)",1.62586e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
14033,"(1, 2033, 2)",9.371130000000001e-06,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
14034,"(1, 2033, 3)",9.19133e-06,10868,342,CAE,Columbia Metropolitan Airport,-81.11949920654297,33.93880081176758
14035,"(1, 2034, 1)",1.53973e-05,11298,391,DFW,Dallas Fort Worth International Airport,-97.038002,32.896801
14036,"(1, 2034, 2)",9.44683e-06,13244,18,MEM,Memphis International Airport,-89.97669982910156,35.04240036010742
14037,"(1, 2034, 3)",5.88194e-06,14908,394,SNA,John Wayne Airport-Orange County Airport,-117.86799620000001,33.67570114
14038,"(1, 2034, 4)",3.05092e-06,12889,123,LAS,McCarran International Airport,-115.15200039999999,36.08010101
14039,"(1, 2034, 5)",1.0345e-06,12896,526,LBB,Lubbock Preston Smith International Airport,-101.822998,33.663601
14040,"(1, 2035, 1)",1.63917e-05,13931,143,ORF,Norfolk International Airport,-76.20120239257812,36.89459991455078
14041,"(1, 2035, 2)",1.3520699999999999e-05,12889,123,LAS,McCarran International Airport,-115.15200039999999,36.08010101
14042,"(1, 2035, 3)",2.71529e-06,12892,529,LAX,Los Angeles International Airport,-118.40799709999999,33.94250107
14043,"(1, 2035, 4)",1.6451e-06,13891,265,ONT,Ontario International Airport,-117.60099792480469,34.05599975585937
14044,"(1, 2035, 5)",4.71875e-07,14570,285,RNO,Reno Tahoe International Airport,-119.76799774169922,39.49909973144531
14045,"(1, 2036, 1)",1.72781e-05,12266,310,IAH,George Bush Intercontinental Houston Airport,-95.34140014648438,29.98439979553223
14046,"(1, 2036, 2)",9.346389999999998e-06,12892,529,LAX,Los Angeles International Airport,-118.40799709999999,33.94250107
14047,"(1, 2036, 3)",8.1171e-06,15370,556,TUL,Tulsa International Airport,-95.88809967041016,36.19839859008789
14048,"(1, 2037, 1)",1.5535799999999998e-05,13930,144,ORD,Chicago O'Hare International Airport,-87.9048,41.9786
14049,"(1, 2037, 2)",1.0377100000000001e-05,11423,361,DSM,Des Moines International Airport,-93.66310119628906,41.53400039672852
14050,"(1, 2037, 3)",6.83503e-06,14100,161,PHL,Philadelphia International Airport,-75.24109649658203,39.87189865112305
14051,"(1, 2037, 4)",1.94875e-06,13296,371,MHT,Manchester-Boston Regional Airport,-71.435699,42.932598
14052,"(1, 2038, 1)",1.93445e-05,13198,239,MCI,Kansas City International Airport,-94.713898,39.2976
14053,"(1, 2038, 2)",1.02731e-05,13871,154,OMA,Eppley Airfield,-95.89409599999999,41.3032
14054,"(1, 2038, 3)",5.07849e-06,14100,161,PHL,Philadelphia International Airport,-75.24109649658203,39.87189865112305
14055,"(1, 2039, 1)",1.62297e-05,15016,369,STL,St Louis Lambert International Airport,-90.370003,38.748697
14056,"(1, 2039, 2)",9.2733e-06,13204,75,MCO,Orlando International Airport,-81.30899810791016,28.429399490356445
14057,"(1, 2039, 3)",9.17658e-06,11003,54,CID,The Eastern Iowa Airport,-91.71080017089844,41.88470077514648
14058,"(1, 2040, 1)",1.61274e-05,13930,144,ORD,Chicago O'Hare International Airport,-87.9048,41.9786
14059,"(1, 2040, 2)",9.30349e-06,14952,490,SPI,Abraham Lincoln Capital Airport,-89.67790222,39.84410095
14060,"(1, 2040, 3)",9.238099999999999e-06,11278,172,DCA,Ronald Reagan Washington National Airport,-77.037697,38.8521
14061,"(1, 2041, 1)",1.60996e-05,11057,288,CLT,Charlotte Douglas International Airport,-80.94309997558594,35.2140007019043
14062,"(1, 2041, 2)",9.382039999999999e-06,12992,191,LIT,Bill & Hillary Clinton National Airport/Adams Field,-92.22429656979999,34.729400634799994
14063,"(1, 2041, 3)",9.18177e-06,14100,161,PHL,Philadelphia International Airport,-75.24109649658203,39.87189865112305
14064,"(1, 2042, 1)",1.6057e-05,12266,310,IAH,George Bush Intercontinental Houston Airport,-95.34140014648438,29.98439979553223
14065,"(1, 2042, 2)",9.39321e-06,14107,163,PHX,Phoenix Sky Harbor International Airport,-112.01200103759766,33.43429946899414
14066,"(1, 2042, 3)",9.16755e-06,12451,474,JAX,Jacksonville International Airport,-81.68789672851562,30.49410057067871
14067,"(1, 2043, 1)",1.61884e-05,12266,310,IAH,George Bush Intercontinental Houston Airport,-95.34140014648438,29.98439979553223
14068,"(1, 2043, 2)",9.339450000000001e-06,13495,312,MSY,Louis Armstrong New Orleans International Airport,-90.25800323486328,29.99340057373047
14069,"(1, 2043, 3)",9.08546e-06,13796,383,OAK,Metropolitan Oakland International Airport,-122.221001,37.721298
14070,"(1, 2044, 1)",1.6021099999999998e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
14071,"(1, 2044, 2)",9.41538e-06,10781,469,BTR,Baton Rouge Metropolitan Airport,-91.149597,30.533199
14072,"(1, 2044, 3)",9.142469999999999e-06,10821,282,BWI,Baltimore/Washington International Thurgood Marshall Airport,-76.668297,39.1754
14073,"(1, 2045, 1)",1.10272e-05,13487,159,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,-93.221802,44.882
14074,"(1, 2045, 2)",9.48939e-06,11423,361,DSM,Des Moines International Airport,-93.66310119628906,41.53400039672852
14075,"(1, 2045, 3)",8.82922e-06,10721,298,BOS,General Edward Lawrence Logan International Airport,-71.00520325,42.36429977
14076,"(1, 2045, 4)",5.20437e-06,11433,522,DTW,Detroit Metropolitan Wayne County Airport,-83.35340118408203,42.212398529052734
14077,"(1, 2046, 1)",1.60519e-05,11057,288,CLT,Charlotte Douglas International Airport,-80.94309997558594,35.2140007019043
14078,"(1, 2046, 2)",9.72712e-06,10990,503,CHO,Charlottesville Albemarle Airport,-78.4529037475586,38.13859939575195
14079,"(1, 2046, 3)",8.76482e-06,11298,391,DFW,Dallas Fort Worth International Airport,-97.038002,32.896801
14080,"(1, 2047, 1)",1.6134000000000002e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
14081,"(1, 2047, 2)",9.32684e-06,14193,184,PNS,Pensacola Regional Airport,-87.18659973144501,30.473400115967003
14082,"(1, 2047, 3)",9.0811e-06,12451,474,JAX,Jacksonville International Airport,-81.68789672851562,30.49410057067871
14083,"(1, 2048, 1)",1.59692e-05,10821,282,BWI,Baltimore/Washington International Thurgood Marshall Airport,-76.668297,39.1754
14084,"(1, 2048, 2)",9.50522e-06,14683,199,SAT,San Antonio International Airport,-98.46980285644531,29.533700942993164
14085,"(1, 2048, 3)",9.05437e-06,14576,287,ROC,Greater Rochester International Airport,-77.67240142822266,43.118900299072266
14086,"(1, 2049, 1)",1.52701e-05,12266,310,IAH,George Bush Intercontinental Houston Airport,-95.34140014648438,29.98439979553223
14088,"(1, 2049, 3)",8.89028e-06,14100,161,PHL,Philadelphia International Airport,-75.24109649658203,39.87189865112305
14089,"(1, 2050, 1)",1.58042e-05,13303,458,MIA,Miami International Airport,-80.29060363769531,25.79319953918457
14090,"(1, 2050, 2)",1.45802e-05,14730,358,SDF,Louisville International Standiford Field,-85.736,38.1744
14092,"(1, 2050, 4)",1.29341e-06,14635,187,RSW,Southwest Florida International Airport,-81.75520324707031,26.53619956970215
14094,"(1, 2050, 6)",6.92899e-07,11624,221,EYW,Key West International Airport,-81.75959777832031,24.556100845336914
14097,"(1, 2051, 3)",4.61913e-06,14747,440,SEA,Seattle Tacoma International Airport,-122.308998,47.449001
14100,"(1, 2052, 1)",1.59465e-05,10821,282,BWI,Baltimore/Washington International Thurgood Marshall Airport,-76.668297,39.1754
14101,"(1, 2052, 2)",9.28787e-06,15304,390,TPA,Tampa International Airport,-82.533203125,27.975500106811523
14102,"(1, 2052, 3)",9.18223e-06,11193,420,CVG,Cincinnati Northern Kentucky International Airport,-84.6678009033,39.0488014221
14103,"(1, 2053, 1)",1.60352e-05,14869,399,SLC,Salt Lake City International Airport,-111.97799682617188,40.78839874267578
14104,"(1, 2053, 2)",9.37598e-06,10849,94,BZN,Gallatin Field,-111.15299990000001,45.77750015
14105,"(1, 2053, 3)",9.00214e-06,14679,3,SAN,San Diego International Airport,-117.190002441,32.7336006165
14106,"(1, 2054, 1)",1.7445e-05,13232,483,MDW,Chicago Midway International Airport,-87.752403,41.785999
14107,"(1, 2054, 2)",9.17182e-06,12191,109,HOU,William P Hobby Airport,-95.27890015,29.64539909
14108,"(1, 2054, 3)",7.7789e-06,14730,358,SDF,Louisville International Standiford Field,-85.736,38.1744
14109,"(1, 2055, 1)",1.59867e-05,11057,288,CLT,Charlotte Douglas International Airport,-80.94309997558594,35.2140007019043
14110,"(1, 2055, 2)",9.68217e-06,13931,143,ORF,Norfolk International Airport,-76.20120239257812,36.89459991455078
14111,"(1, 2055, 3)",8.70957e-06,11973,267,GPT,Gulfport Biloxi International Airport,-89.07009887695312,30.40730094909668
14112,"(1, 2056, 1)",1.59055e-05,13930,144,ORD,Chicago O'Hare International Airport,-87.9048,41.9786
14113,"(1, 2056, 2)",1.03703e-05,14576,287,ROC,Greater Rochester International Airport,-77.67240142822266,43.118900299072266
14114,"(1, 2056, 3)",8.098610000000001e-06,10140,67,ABQ,Albuquerque International Sunport,-106.609001,35.040199
14115,"(1, 2057, 1)",1.60376e-05,15016,369,STL,St Louis Lambert International Airport,-90.370003,38.748697
14116,"(1, 2057, 2)",9.49375e-06,14730,358,SDF,Louisville International Standiford Field,-85.736,38.1744
14117,"(1, 2057, 3)",8.82435e-06,11298,391,DFW,Dallas Fort Worth International Airport,-97.038002,32.896801
14118,"(1, 2058, 1)",1.59691e-05,14100,161,PHL,Philadelphia International Airport,-75.24109649658203,39.87189865112305
14119,"(1, 2058, 2)",9.22935e-06,15096,509,SYR,Syracuse Hancock International Airport,-76.1063003540039,43.11119842529297
14120,"(1, 2058, 3)",9.14947e-06,10821,282,BWI,Baltimore/Washington International Thurgood Marshall Airport,-76.668297,39.1754
14121,"(1, 2059, 1)",1.63654e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
14122,"(1, 2059, 2)",9.331610000000001e-06,10529,168,BDL,Bradley International Airport,-72.68319702149999,41.9388999939
14123,"(1, 2059, 3)",8.64585e-06,14908,394,SNA,John Wayne Airport-Orange County Airport,-117.86799620000001,33.67570114
14124,"(1, 2060, 1)",1.63061e-05,13930,144,ORD,Chicago O'Hare International Airport,-87.9048,41.9786
14125,"(1, 2060, 2)",1.001e-05,12884,124,LAN,Capital City Airport,-84.58740234375,42.77870178222656
14126,"(1, 2060, 3)",2.7569099999999997e-06,15304,390,TPA,Tampa International Airport,-82.533203125,27.975500106811523
14127,"(1, 2060, 4)",2.71283e-06,14771,292,SFO,San Francisco International Airport,-122.375,37.61899948120117
14128,"(1, 2060, 5)",1.4285900000000001e-06,12953,274,LGA,La Guardia Airport,-73.87259674,40.77719879
14129,"(1, 2060, 6)",1.1210899999999999e-06,12266,310,IAH,George Bush Intercontinental Houston Airport,-95.34140014648438,29.98439979553223
14130,"(1, 2061, 1)",1.59615e-05,14122,466,PIT,Pittsburgh International Airport,-80.23290253,40.49150085
14131,"(1, 2061, 2)",9.21029e-06,12953,274,LGA,La Guardia Airport,-73.87259674,40.77719879
14132,"(1, 2061, 3)",9.104730000000002e-06,14696,38,SBN,South Bend Regional Airport,-86.31729888916016,41.70869827270508
14133,"(1, 2062, 1)",1.59587e-05,11298,391,DFW,Dallas Fort Worth International Airport,-97.038002,32.896801
14134,"(1, 2062, 2)",9.45327e-06,13796,383,OAK,Metropolitan Oakland International Airport,-122.221001,37.721298
14135,"(1, 2062, 3)",8.822510000000001e-06,12953,274,LGA,La Guardia Airport,-73.87259674,40.77719879
14136,"(1, 2063, 1)",1.6053900000000002e-05,14107,163,PHX,Phoenix Sky Harbor International Airport,-112.01200103759766,33.43429946899414
14137,"(1, 2063, 2)",9.307180000000002e-06,11109,434,COS,City of Colorado Springs Municipal Airport,-104.70099599999999,38.805801
14138,"(1, 2063, 3)",4.97636e-06,13796,383,OAK,Metropolitan Oakland International Airport,-122.221001,37.721298
14139,"(1, 2063, 4)",3.88098e-06,11540,7,ELP,El Paso International Airport,-106.37799840000002,31.80719948
14140,"(1, 2064, 1)",1.58027e-05,11433,522,DTW,Detroit Metropolitan Wayne County Airport,-83.35340118408203,42.212398529052734
14141,"(1, 2064, 2)",1.01129e-05,11986,11,GRR,Gerald R. Ford International Airport,-85.52279663,42.88079834
14142,"(1, 2064, 3)",8.27437e-06,15412,216,TYS,McGhee Tyson Airport,-83.99400329999999,35.81100082
14143,"(1, 2065, 1)",1.51669e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
14144,"(1, 2065, 2)",1.00567e-05,13495,312,MSY,Louis Armstrong New Orleans International Airport,-90.25800323486328,29.99340057373047
14145,"(1, 2065, 3)",7.0819899999999994e-06,11995,406,GSO,Piedmont Triad International Airport,-79.93730163574219,36.097801208496094
14146,"(1, 2065, 4)",1.8828099999999999e-06,13485,157,MSN,Dane County Regional Truax Field,-89.3375015258789,43.13990020751953
14147,"(1, 2066, 1)",1.60409e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
14148,"(1, 2066, 2)",9.09057e-06,10980,341,CHA,Lovell Field,-85.20379638671875,35.03530120849609
14149,"(1, 2066, 3)",9.05082e-06,13204,75,MCO,Orlando International Airport,-81.30899810791016,28.429399490356445
14150,"(1, 2067, 1)",1.59152e-05,11298,391,DFW,Dallas Fort Worth International Airport,-97.038002,32.896801
14151,"(1, 2067, 2)",9.17662e-06,14908,394,SNA,John Wayne Airport-Orange County Airport,-117.86799620000001,33.67570114
